"SampleYear","Site","DepthZone","Species","SpeciesGroupF","Latitude","Longitude","Density_m2"
2020,"PVR 4C","ARM","Leptogorgia alba","gorgonians",NA,NA,0
2020,"PVR 4C","ARM","Leptogorgia chilensis","gorgonians",NA,NA,0.00416666666666667
2020,"PVR 4C","ARM","Muricea californica","gorgonians",NA,NA,0.0208333333333333
2020,"PVR 4C","ARM","Muricea fruticosa","gorgonians",NA,NA,0
2020,"PVR 5A","ARM","Eugorgia rubens","gorgonians",NA,NA,0
2020,"PVR 5A","ARM","Leptogorgia alba","gorgonians",NA,NA,0
2020,"PVR 5A","ARM","Leptogorgia chilensis","gorgonians",NA,NA,0
2020,"PVR 5A","ARM","Muricea californica","gorgonians",NA,NA,0.1375
2020,"PVR 5A","ARM","Muricea fruticosa","gorgonians",NA,NA,0
2020,"PVR 5B","ARM","Eugorgia rubens","gorgonians",NA,NA,0
2020,"PVR 5B","ARM","Leptogorgia alba","gorgonians",NA,NA,0
2020,"PVR 5B","ARM","Leptogorgia chilensis","gorgonians",NA,NA,0
2020,"PVR 5B","ARM","Muricea californica","gorgonians",NA,NA,0.075
2020,"PVR 5B","ARM","Muricea fruticosa","gorgonians",NA,NA,0
2020,"PVR 5C","ARM","Eugorgia rubens","gorgonians",NA,NA,0
2020,"PVR 5C","ARM","Leptogorgia alba","gorgonians",NA,NA,0
2020,"PVR 5C","ARM","Leptogorgia chilensis","gorgonians",NA,NA,0
2020,"PVR 5C","ARM","Muricea californica","gorgonians",NA,NA,0
2020,"PVR 5C","ARM","Muricea fruticosa","gorgonians",NA,NA,0
2020,"PVR 6A","ARM","Eugorgia rubens","gorgonians",NA,NA,0
2020,"PVR 6A","ARM","Leptogorgia alba","gorgonians",NA,NA,0
2020,"PVR 6A","ARM","Leptogorgia chilensis","gorgonians",NA,NA,0.00416666666666667
2020,"PVR 6A","ARM","Muricea californica","gorgonians",NA,NA,0.108333333333333
2020,"PVR 6A","ARM","Muricea fruticosa","gorgonians",NA,NA,0.00416666666666667
2020,"PVR 6B","ARM","Eugorgia rubens","gorgonians",NA,NA,0
2020,"PVR 6B","ARM","Leptogorgia alba","gorgonians",NA,NA,0
2020,"PVR 6B","ARM","Leptogorgia chilensis","gorgonians",NA,NA,0.0333333333333333
2020,"PVR 6B","ARM","Muricea californica","gorgonians",NA,NA,0.283333333333333
2020,"PVR 6B","ARM","Muricea fruticosa","gorgonians",NA,NA,0.0166666666666667
2020,"PVR 6D","ARM","Eugorgia rubens","gorgonians",NA,NA,0
2020,"PVR 6D","ARM","Leptogorgia alba","gorgonians",NA,NA,0
2020,"PVR 6D","ARM","Leptogorgia chilensis","gorgonians",NA,NA,0.00416666666666667
2020,"PVR 6D","ARM","Muricea californica","gorgonians",NA,NA,0.0916666666666666
2020,"PVR 6D","ARM","Muricea fruticosa","gorgonians",NA,NA,0.0125
2020,"PVR 6C","ARM","Eugorgia rubens","gorgonians",NA,NA,0
2020,"PVR 6C","ARM","Leptogorgia alba","gorgonians",NA,NA,0
2020,"PVR 6C","ARM","Leptogorgia chilensis","gorgonians",NA,NA,0
2020,"PVR 6C","ARM","Muricea californica","gorgonians",NA,NA,0.00416666666666667
2020,"PVR 6C","ARM","Muricea fruticosa","gorgonians",NA,NA,0
2020,"PVR 7A","ARM","Eugorgia rubens","gorgonians",NA,NA,0
2020,"PVR 7A","ARM","Leptogorgia alba","gorgonians",NA,NA,0
2020,"PVR 7A","ARM","Leptogorgia chilensis","gorgonians",NA,NA,0
2020,"PVR 7A","ARM","Muricea californica","gorgonians",NA,NA,0.0375
2020,"PVR 7A","ARM","Muricea fruticosa","gorgonians",NA,NA,0
2020,"PVR 7B","ARM","Eugorgia rubens","gorgonians",NA,NA,0.00416666666666667
2020,"PVR 7B","ARM","Leptogorgia alba","gorgonians",NA,NA,0
2020,"PVR 7B","ARM","Leptogorgia chilensis","gorgonians",NA,NA,0.00833333333333333
2020,"PVR 7B","ARM","Muricea californica","gorgonians",NA,NA,0.116666666666667
2020,"PVR 7B","ARM","Muricea fruticosa","gorgonians",NA,NA,0.0166666666666667
2020,"PVR 7C","ARM","Eugorgia rubens","gorgonians",NA,NA,0
2020,"PVR 7C","ARM","Leptogorgia alba","gorgonians",NA,NA,0
2020,"PVR 7C","ARM","Leptogorgia chilensis","gorgonians",NA,NA,0.0125
2020,"PVR 7C","ARM","Muricea californica","gorgonians",NA,NA,0.0666666666666667
2020,"PVR 7C","ARM","Muricea fruticosa","gorgonians",NA,NA,0.00416666666666667
2020,"PVR 8A","ARM","Eugorgia rubens","gorgonians",NA,NA,0
2020,"PVR 8A","ARM","Leptogorgia alba","gorgonians",NA,NA,0
2020,"PVR 8A","ARM","Leptogorgia chilensis","gorgonians",NA,NA,0
2020,"PVR 8A","ARM","Muricea californica","gorgonians",NA,NA,0
2020,"PVR 8A","ARM","Muricea fruticosa","gorgonians",NA,NA,0
2020,"PVR 8B","ARM","Eugorgia rubens","gorgonians",NA,NA,0
2020,"PVR 8B","ARM","Leptogorgia alba","gorgonians",NA,NA,0
2020,"PVR 8B","ARM","Leptogorgia chilensis","gorgonians",NA,NA,0.00416666666666667
2020,"PVR 8B","ARM","Muricea californica","gorgonians",NA,NA,0.0291666666666667
2020,"PVR 8B","ARM","Muricea fruticosa","gorgonians",NA,NA,0.0125
2020,"PVR 8C","ARM","Eugorgia rubens","gorgonians",NA,NA,0.00416666666666667
2020,"PVR 8C","ARM","Leptogorgia alba","gorgonians",NA,NA,0
2020,"PVR 8C","ARM","Leptogorgia chilensis","gorgonians",NA,NA,0.0125
2020,"PVR 8C","ARM","Muricea californica","gorgonians",NA,NA,0.0666666666666667
2020,"PVR 8C","ARM","Muricea fruticosa","gorgonians",NA,NA,0
2021,"SBI - Southeast Sealion","Inner","Eugorgia rubens","gorgonians",33.46894,-119.02893,0
2021,"SBI - Southeast Sealion","Inner","Leptogorgia alba","gorgonians",33.46894,-119.02893,0
2021,"SBI - Southeast Sealion","Inner","Leptogorgia chilensis","gorgonians",33.46894,-119.02893,0
2021,"SBI - Southeast Sealion","Inner","Muricea californica","gorgonians",33.46894,-119.02893,0
2021,"SBI - Southeast Sealion","Inner","Muricea fruticosa","gorgonians",33.46894,-119.02893,0
2021,"SBI - Southeast Sealion","Middle","Eugorgia rubens","gorgonians",33.46874,-119.02838,0
2021,"SBI - Southeast Sealion","Middle","Leptogorgia alba","gorgonians",33.46874,-119.02838,0
2021,"SBI - Southeast Sealion","Middle","Leptogorgia chilensis","gorgonians",33.46874,-119.02838,0
2021,"SBI - Southeast Sealion","Middle","Muricea californica","gorgonians",33.46874,-119.02838,0
2021,"SBI - Southeast Sealion","Middle","Muricea fruticosa","gorgonians",33.46874,-119.02838,0
2021,"SBI - Southeast Sealion","Outer","Eugorgia rubens","gorgonians",33.4687,-119.02746,0
2021,"SBI - Southeast Sealion","Outer","Leptogorgia alba","gorgonians",33.4687,-119.02746,0
2021,"SBI - Southeast Sealion","Outer","Leptogorgia chilensis","gorgonians",33.4687,-119.02746,0.025
2021,"SBI - Southeast Sealion","Outer","Muricea californica","gorgonians",33.4687,-119.02746,0.125
2021,"SBI - Southeast Sealion","Outer","Muricea fruticosa","gorgonians",33.4687,-119.02746,0
2021,"SBI - Southeast Reef","Inner","Eugorgia rubens","gorgonians",33.46281,-119.03201,0
2021,"SBI - Southeast Reef","Inner","Leptogorgia alba","gorgonians",33.46281,-119.03201,0
2021,"SBI - Southeast Reef","Inner","Leptogorgia chilensis","gorgonians",33.46281,-119.03201,0
2021,"SBI - Southeast Reef","Inner","Muricea californica","gorgonians",33.46281,-119.03201,0
2021,"SBI - Southeast Reef","Inner","Muricea fruticosa","gorgonians",33.46281,-119.03201,0
2021,"SBI - Southeast Reef","Middle","Eugorgia rubens","gorgonians",33.46271,-119.03163,0
2021,"SBI - Southeast Reef","Middle","Leptogorgia alba","gorgonians",33.46271,-119.03163,0
2021,"SBI - Southeast Reef","Middle","Leptogorgia chilensis","gorgonians",33.46271,-119.03163,0
2021,"SBI - Southeast Reef","Middle","Muricea californica","gorgonians",33.46271,-119.03163,0
2021,"SBI - Southeast Reef","Middle","Muricea fruticosa","gorgonians",33.46271,-119.03163,0
2021,"SBI - Southeast Reef","Outer","Eugorgia rubens","gorgonians",33.46149,-119.03048,0
2021,"SBI - Southeast Reef","Outer","Leptogorgia alba","gorgonians",33.46149,-119.03048,0
2021,"SBI - Southeast Reef","Outer","Leptogorgia chilensis","gorgonians",33.46149,-119.03048,0.0666666666666667
2021,"SBI - Southeast Reef","Outer","Muricea californica","gorgonians",33.46149,-119.03048,0.0333333333333333
2021,"SBI - Southeast Reef","Outer","Muricea fruticosa","gorgonians",33.46149,-119.03048,0.0166666666666667
2021,"SBI - Southeast Reef","Deep","Eugorgia rubens","gorgonians",33.46159,-119.02667,0
2021,"SBI - Southeast Reef","Deep","Leptogorgia alba","gorgonians",33.46159,-119.02667,0
2021,"SBI - Southeast Reef","Deep","Leptogorgia chilensis","gorgonians",33.46159,-119.02667,0.575
2021,"SBI - Southeast Reef","Deep","Muricea californica","gorgonians",33.46159,-119.02667,0.0166666666666667
2021,"SBI - Southeast Reef","Deep","Muricea fruticosa","gorgonians",33.46159,-119.02667,0
2021,"SBI - Cat Canyon","Inner","Eugorgia rubens","gorgonians",33.46438,-119.04294,0
2021,"SBI - Cat Canyon","Inner","Leptogorgia alba","gorgonians",33.46438,-119.04294,0
2021,"SBI - Cat Canyon","Inner","Leptogorgia chilensis","gorgonians",33.46438,-119.04294,0
2021,"SBI - Cat Canyon","Inner","Muricea californica","gorgonians",33.46438,-119.04294,0
2021,"SBI - Cat Canyon","Inner","Muricea fruticosa","gorgonians",33.46438,-119.04294,0
2021,"SBI - Cat Canyon","Middle","Eugorgia rubens","gorgonians",33.46439,-119.04279,0
2021,"SBI - Cat Canyon","Middle","Leptogorgia alba","gorgonians",33.46439,-119.04279,0
2021,"SBI - Cat Canyon","Middle","Leptogorgia chilensis","gorgonians",33.46439,-119.04279,0
2021,"SBI - Cat Canyon","Middle","Muricea californica","gorgonians",33.46439,-119.04279,0
2021,"SBI - Cat Canyon","Middle","Muricea fruticosa","gorgonians",33.46439,-119.04279,0
2021,"SBI - Cat Canyon","Outer","Eugorgia rubens","gorgonians",33.46414,-119.04275,0
2021,"SBI - Cat Canyon","Outer","Leptogorgia alba","gorgonians",33.46414,-119.04275,0
2021,"SBI - Cat Canyon","Outer","Leptogorgia chilensis","gorgonians",33.46414,-119.04275,0.0333333333333333
2021,"SBI - Cat Canyon","Outer","Muricea californica","gorgonians",33.46414,-119.04275,0.0833333333333333
2021,"SBI - Cat Canyon","Outer","Muricea fruticosa","gorgonians",33.46414,-119.04275,0
2021,"SBI - Cat Canyon","Deep","Eugorgia rubens","gorgonians",NA,NA,0
2021,"SBI - Cat Canyon","Deep","Leptogorgia alba","gorgonians",NA,NA,0
2021,"SBI - Cat Canyon","Deep","Leptogorgia chilensis","gorgonians",NA,NA,0.5
2021,"SBI - Cat Canyon","Deep","Muricea californica","gorgonians",NA,NA,0.0666666666666667
2021,"SBI - Cat Canyon","Deep","Muricea fruticosa","gorgonians",NA,NA,0
2021,"SBI - Sutil","Inner","Eugorgia rubens","gorgonians",33.46538,-119.04849,0
2021,"SBI - Sutil","Inner","Leptogorgia alba","gorgonians",33.46538,-119.04849,0
2021,"SBI - Sutil","Inner","Leptogorgia chilensis","gorgonians",33.46538,-119.04849,0
2021,"SBI - Sutil","Inner","Muricea californica","gorgonians",33.46538,-119.04849,0
2021,"SBI - Sutil","Inner","Muricea fruticosa","gorgonians",33.46538,-119.04849,0
2021,"SBI - Sutil","Middle","Eugorgia rubens","gorgonians",33.46535,-119.04849,0
2021,"SBI - Sutil","Middle","Leptogorgia alba","gorgonians",33.46535,-119.04849,0
2021,"SBI - Sutil","Middle","Leptogorgia chilensis","gorgonians",33.46535,-119.04849,0
2021,"SBI - Sutil","Middle","Muricea californica","gorgonians",33.46535,-119.04849,0
2021,"SBI - Sutil","Middle","Muricea fruticosa","gorgonians",33.46535,-119.04849,0
2021,"SBI - Sutil","Outer","Eugorgia rubens","gorgonians",33.46559,-119.04856,0
2021,"SBI - Sutil","Outer","Leptogorgia alba","gorgonians",33.46559,-119.04856,0
2021,"SBI - Sutil","Outer","Leptogorgia chilensis","gorgonians",33.46559,-119.04856,0.00833333333333333
2021,"SBI - Sutil","Outer","Muricea californica","gorgonians",33.46559,-119.04856,0
2021,"SBI - Sutil","Outer","Muricea fruticosa","gorgonians",33.46559,-119.04856,0
2021,"SBI - Sutil","Deep","Eugorgia rubens","gorgonians",NA,NA,0
2021,"SBI - Sutil","Deep","Leptogorgia alba","gorgonians",NA,NA,0
2021,"SBI - Sutil","Deep","Leptogorgia chilensis","gorgonians",NA,NA,0.308333333333333
2021,"SBI - Sutil","Deep","Muricea californica","gorgonians",NA,NA,0.0833333333333333
2021,"SBI - Sutil","Deep","Muricea fruticosa","gorgonians",NA,NA,0.025
2021,"SCAI - Indian Rock","Inner","Eugorgia rubens","gorgonians",33.46853,-118.5258,0
2021,"SCAI - Indian Rock","Inner","Leptogorgia alba","gorgonians",33.46853,-118.5258,0
2021,"SCAI - Indian Rock","Inner","Leptogorgia chilensis","gorgonians",33.46853,-118.5258,0
2021,"SCAI - Indian Rock","Inner","Muricea californica","gorgonians",33.46853,-118.5258,0
2021,"SCAI - Indian Rock","Inner","Muricea fruticosa","gorgonians",33.46853,-118.5258,0
2021,"SCAI - Indian Rock","Middle","Eugorgia rubens","gorgonians",33.46865,-118.52567,0
2021,"SCAI - Indian Rock","Middle","Leptogorgia alba","gorgonians",33.46865,-118.52567,0
2021,"SCAI - Indian Rock","Middle","Leptogorgia chilensis","gorgonians",33.46865,-118.52567,0
2021,"SCAI - Indian Rock","Middle","Muricea californica","gorgonians",33.46865,-118.52567,0
2021,"SCAI - Indian Rock","Middle","Muricea fruticosa","gorgonians",33.46865,-118.52567,0
2021,"SCAI - Indian Rock","Outer","Eugorgia rubens","gorgonians",33.46855,-118.52486,0
2021,"SCAI - Indian Rock","Outer","Leptogorgia alba","gorgonians",33.46855,-118.52486,0
2021,"SCAI - Indian Rock","Outer","Leptogorgia chilensis","gorgonians",33.46855,-118.52486,0
2021,"SCAI - Indian Rock","Outer","Muricea californica","gorgonians",33.46855,-118.52486,0.00833333333333333
2021,"SCAI - Indian Rock","Outer","Muricea fruticosa","gorgonians",33.46855,-118.52486,0.00833333333333333
2021,"SCAI - Ship Rock","Inner","Eugorgia rubens","gorgonians",33.46322,-118.49165,0
2021,"SCAI - Ship Rock","Inner","Leptogorgia alba","gorgonians",33.46322,-118.49165,0
2021,"SCAI - Ship Rock","Inner","Leptogorgia chilensis","gorgonians",33.46322,-118.49165,0
2021,"SCAI - Ship Rock","Inner","Muricea californica","gorgonians",33.46322,-118.49165,0
2021,"SCAI - Ship Rock","Inner","Muricea fruticosa","gorgonians",33.46322,-118.49165,0
2021,"SCAI - Ship Rock","Middle","Eugorgia rubens","gorgonians",33.4633,-118.49158,0
2021,"SCAI - Ship Rock","Middle","Leptogorgia alba","gorgonians",33.4633,-118.49158,0
2021,"SCAI - Ship Rock","Middle","Leptogorgia chilensis","gorgonians",33.4633,-118.49158,0
2021,"SCAI - Ship Rock","Middle","Muricea californica","gorgonians",33.4633,-118.49158,0
2021,"SCAI - Ship Rock","Middle","Muricea fruticosa","gorgonians",33.4633,-118.49158,0
2021,"SCAI - Ship Rock","Outer","Eugorgia rubens","gorgonians",33.46342,-118.49155,0
2021,"SCAI - Ship Rock","Outer","Leptogorgia alba","gorgonians",33.46342,-118.49155,0
2021,"SCAI - Ship Rock","Outer","Leptogorgia chilensis","gorgonians",33.46342,-118.49155,0
2021,"SCAI - Ship Rock","Outer","Muricea californica","gorgonians",33.46342,-118.49155,0
2021,"SCAI - Ship Rock","Outer","Muricea fruticosa","gorgonians",33.46342,-118.49155,0
2021,"SCAI - Ship Rock","Deep","Eugorgia rubens","gorgonians",33.46315,-118.49126,0
2021,"SCAI - Ship Rock","Deep","Leptogorgia alba","gorgonians",33.46315,-118.49126,0
2021,"SCAI - Ship Rock","Deep","Leptogorgia chilensis","gorgonians",33.46315,-118.49126,0.00833333333333333
2021,"SCAI - Ship Rock","Deep","Muricea californica","gorgonians",33.46315,-118.49126,0
2021,"SCAI - Ship Rock","Deep","Muricea fruticosa","gorgonians",33.46315,-118.49126,0
2021,"SCAI - Bird Rock","Inner","Eugorgia rubens","gorgonians",33.45181,-118.48762,0
2021,"SCAI - Bird Rock","Inner","Leptogorgia alba","gorgonians",33.45181,-118.48762,0
2021,"SCAI - Bird Rock","Inner","Leptogorgia chilensis","gorgonians",33.45181,-118.48762,0
2021,"SCAI - Bird Rock","Inner","Muricea californica","gorgonians",33.45181,-118.48762,0
2021,"SCAI - Bird Rock","Inner","Muricea fruticosa","gorgonians",33.45181,-118.48762,0.183333333333333
2021,"SCAI - Bird Rock","Middle","Eugorgia rubens","gorgonians",33.45201,-118.48766,0
2021,"SCAI - Bird Rock","Middle","Leptogorgia alba","gorgonians",33.45201,-118.48766,0
2021,"SCAI - Bird Rock","Middle","Leptogorgia chilensis","gorgonians",33.45201,-118.48766,0
2021,"SCAI - Bird Rock","Middle","Muricea californica","gorgonians",33.45201,-118.48766,0.191666666666667
2021,"SCAI - Bird Rock","Middle","Muricea fruticosa","gorgonians",33.45201,-118.48766,1.15833333333333
2021,"SCAI - Bird Rock","Outer","Eugorgia rubens","gorgonians",33.45227,-118.48746,0
2021,"SCAI - Bird Rock","Outer","Leptogorgia alba","gorgonians",33.45227,-118.48746,0
2021,"SCAI - Bird Rock","Outer","Leptogorgia chilensis","gorgonians",33.45227,-118.48746,0
2021,"SCAI - Bird Rock","Outer","Muricea californica","gorgonians",33.45227,-118.48746,0.025
2021,"SCAI - Bird Rock","Outer","Muricea fruticosa","gorgonians",33.45227,-118.48746,0.0166666666666667
2021,"SCAI - Bird Rock","Deep","Eugorgia rubens","gorgonians",33.45261,-118.48736,0
2021,"SCAI - Bird Rock","Deep","Leptogorgia alba","gorgonians",33.45261,-118.48736,0
2021,"SCAI - Bird Rock","Deep","Leptogorgia chilensis","gorgonians",33.45261,-118.48736,0
2021,"SCAI - Bird Rock","Deep","Muricea californica","gorgonians",33.45261,-118.48736,0
2021,"SCAI - Bird Rock","Deep","Muricea fruticosa","gorgonians",33.45261,-118.48736,0
2021,"SCAI - Blue Cavern","Inner","Eugorgia rubens","gorgonians",33.44799,-118.47928,0
2021,"SCAI - Blue Cavern","Inner","Leptogorgia alba","gorgonians",33.44799,-118.47928,0
2021,"SCAI - Blue Cavern","Inner","Leptogorgia chilensis","gorgonians",33.44799,-118.47928,0
2021,"SCAI - Blue Cavern","Inner","Muricea californica","gorgonians",33.44799,-118.47928,0
2021,"SCAI - Blue Cavern","Inner","Muricea fruticosa","gorgonians",33.44799,-118.47928,0
2021,"SCAI - Blue Cavern","Middle","Eugorgia rubens","gorgonians",33.44803,-118.47929,0
2021,"SCAI - Blue Cavern","Middle","Leptogorgia alba","gorgonians",33.44803,-118.47929,0
2021,"SCAI - Blue Cavern","Middle","Leptogorgia chilensis","gorgonians",33.44803,-118.47929,0
2021,"SCAI - Blue Cavern","Middle","Muricea californica","gorgonians",33.44803,-118.47929,0.00833333333333333
2021,"SCAI - Blue Cavern","Middle","Muricea fruticosa","gorgonians",33.44803,-118.47929,0
2021,"SCAI - Blue Cavern","Outer","Eugorgia rubens","gorgonians",33.44807,-118.47935,0
2021,"SCAI - Blue Cavern","Outer","Leptogorgia alba","gorgonians",33.44807,-118.47935,0
2021,"SCAI - Blue Cavern","Outer","Leptogorgia chilensis","gorgonians",33.44807,-118.47935,0
2021,"SCAI - Blue Cavern","Outer","Muricea californica","gorgonians",33.44807,-118.47935,0
2021,"SCAI - Blue Cavern","Outer","Muricea fruticosa","gorgonians",33.44807,-118.47935,0
2021,"SCAI - Ripper's Cove","Inner","Eugorgia rubens","gorgonians",33.42827,-118.43574,0
2021,"SCAI - Ripper's Cove","Inner","Leptogorgia alba","gorgonians",33.42827,-118.43574,0
2021,"SCAI - Ripper's Cove","Inner","Leptogorgia chilensis","gorgonians",33.42827,-118.43574,0
2021,"SCAI - Ripper's Cove","Inner","Muricea californica","gorgonians",33.42827,-118.43574,0
2021,"SCAI - Ripper's Cove","Inner","Muricea fruticosa","gorgonians",33.42827,-118.43574,0
2021,"SCAI - Ripper's Cove","Middle","Eugorgia rubens","gorgonians",33.42847,-118.43561,0
2021,"SCAI - Ripper's Cove","Middle","Leptogorgia alba","gorgonians",33.42847,-118.43561,0
2021,"SCAI - Ripper's Cove","Middle","Leptogorgia chilensis","gorgonians",33.42847,-118.43561,0
2021,"SCAI - Ripper's Cove","Middle","Muricea californica","gorgonians",33.42847,-118.43561,0.0333333333333333
2021,"SCAI - Ripper's Cove","Middle","Muricea fruticosa","gorgonians",33.42847,-118.43561,0.00833333333333333
2021,"SCAI - Italian Gardens","Inner","Eugorgia rubens","gorgonians",33.41023,-118.37777,0
2021,"SCAI - Italian Gardens","Inner","Leptogorgia alba","gorgonians",33.41023,-118.37777,0
2021,"SCAI - Italian Gardens","Inner","Leptogorgia chilensis","gorgonians",33.41023,-118.37777,0
2021,"SCAI - Italian Gardens","Inner","Muricea californica","gorgonians",33.41023,-118.37777,0.00833333333333333
2021,"SCAI - Italian Gardens","Inner","Muricea fruticosa","gorgonians",33.41023,-118.37777,0
2021,"SCAI - Italian Gardens","Middle","Eugorgia rubens","gorgonians",33.41039,-118.37778,0
2021,"SCAI - Italian Gardens","Middle","Leptogorgia alba","gorgonians",33.41039,-118.37778,0
2021,"SCAI - Italian Gardens","Middle","Leptogorgia chilensis","gorgonians",33.41039,-118.37778,0
2021,"SCAI - Italian Gardens","Middle","Muricea californica","gorgonians",33.41039,-118.37778,0
2021,"SCAI - Italian Gardens","Middle","Muricea fruticosa","gorgonians",33.41039,-118.37778,0
2021,"SCAI - Italian Gardens","Outer","Eugorgia rubens","gorgonians",33.41051,-118.3778,0
2021,"SCAI - Italian Gardens","Outer","Leptogorgia alba","gorgonians",33.41051,-118.3778,0
2021,"SCAI - Italian Gardens","Outer","Leptogorgia chilensis","gorgonians",33.41051,-118.3778,0
2021,"SCAI - Italian Gardens","Outer","Muricea californica","gorgonians",33.41051,-118.3778,0
2021,"SCAI - Italian Gardens","Outer","Muricea fruticosa","gorgonians",33.41051,-118.3778,0
2021,"SCAI - Hen Rock","Inner","Eugorgia rubens","gorgonians",33.39959,-118.36712,0
2021,"SCAI - Hen Rock","Inner","Leptogorgia alba","gorgonians",33.39959,-118.36712,0
2021,"SCAI - Hen Rock","Inner","Leptogorgia chilensis","gorgonians",33.39959,-118.36712,0
2021,"SCAI - Hen Rock","Inner","Muricea californica","gorgonians",33.39959,-118.36712,0.00833333333333333
2021,"SCAI - Hen Rock","Inner","Muricea fruticosa","gorgonians",33.39959,-118.36712,0.00833333333333333
2021,"SCAI - Hen Rock","Middle","Eugorgia rubens","gorgonians",33.39954,-118.36645,0
2021,"SCAI - Hen Rock","Middle","Leptogorgia alba","gorgonians",33.39954,-118.36645,0
2021,"SCAI - Hen Rock","Middle","Leptogorgia chilensis","gorgonians",33.39954,-118.36645,0
2021,"SCAI - Hen Rock","Middle","Muricea californica","gorgonians",33.39954,-118.36645,0.141666666666667
2021,"SCAI - Hen Rock","Middle","Muricea fruticosa","gorgonians",33.39954,-118.36645,0.00833333333333333
2021,"SCAI - Hen Rock","Outer","Eugorgia rubens","gorgonians",33.39942,-118.36597,0
2021,"SCAI - Hen Rock","Outer","Leptogorgia alba","gorgonians",33.39942,-118.36597,0
2021,"SCAI - Hen Rock","Outer","Leptogorgia chilensis","gorgonians",33.39942,-118.36597,0
2021,"SCAI - Hen Rock","Outer","Muricea californica","gorgonians",33.39942,-118.36597,0.0166666666666667
2021,"SCAI - Hen Rock","Outer","Muricea fruticosa","gorgonians",33.39942,-118.36597,0
2021,"SCAI - Salta Verde","Inner","Eugorgia rubens","gorgonians",33.31544,-118.42199,0
2021,"SCAI - Salta Verde","Inner","Leptogorgia alba","gorgonians",33.31544,-118.42199,0
2021,"SCAI - Salta Verde","Inner","Leptogorgia chilensis","gorgonians",33.31544,-118.42199,0
2021,"SCAI - Salta Verde","Inner","Muricea californica","gorgonians",33.31544,-118.42199,0
2021,"SCAI - Salta Verde","Inner","Muricea fruticosa","gorgonians",33.31544,-118.42199,0
2021,"SCAI - Salta Verde","Middle","Eugorgia rubens","gorgonians",33.31465,-118.42162,0
2021,"SCAI - Salta Verde","Middle","Leptogorgia alba","gorgonians",33.31465,-118.42162,0
2021,"SCAI - Salta Verde","Middle","Leptogorgia chilensis","gorgonians",33.31465,-118.42162,0
2021,"SCAI - Salta Verde","Middle","Muricea californica","gorgonians",33.31465,-118.42162,0
2021,"SCAI - Salta Verde","Middle","Muricea fruticosa","gorgonians",33.31465,-118.42162,0.00833333333333333
2021,"SCAI - Salta Verde","Outer","Eugorgia rubens","gorgonians",33.3142,-118.42188,0
2021,"SCAI - Salta Verde","Outer","Leptogorgia alba","gorgonians",33.3142,-118.42188,0
2021,"SCAI - Salta Verde","Outer","Leptogorgia chilensis","gorgonians",33.3142,-118.42188,0
2021,"SCAI - Salta Verde","Outer","Muricea californica","gorgonians",33.3142,-118.42188,0.0916666666666667
2021,"SCAI - Salta Verde","Outer","Muricea fruticosa","gorgonians",33.3142,-118.42188,0.0333333333333333
2021,"SCAI - China Point","Inner","Eugorgia rubens","gorgonians",33.33041,-118.46924,0
2021,"SCAI - China Point","Inner","Leptogorgia alba","gorgonians",33.33041,-118.46924,0
2021,"SCAI - China Point","Inner","Leptogorgia chilensis","gorgonians",33.33041,-118.46924,0
2021,"SCAI - China Point","Inner","Muricea californica","gorgonians",33.33041,-118.46924,0
2021,"SCAI - China Point","Inner","Muricea fruticosa","gorgonians",33.33041,-118.46924,0
2021,"SCAI - China Point","Middle","Eugorgia rubens","gorgonians",33.32982,-118.46952,0
2021,"SCAI - China Point","Middle","Leptogorgia alba","gorgonians",33.32982,-118.46952,0
2021,"SCAI - China Point","Middle","Leptogorgia chilensis","gorgonians",33.32982,-118.46952,0
2021,"SCAI - China Point","Middle","Muricea californica","gorgonians",33.32982,-118.46952,0.291666666666667
2021,"SCAI - China Point","Middle","Muricea fruticosa","gorgonians",33.32982,-118.46952,0.1
2021,"SCAI - China Point","Outer","Eugorgia rubens","gorgonians",33.32953,-118.46988,0
2021,"SCAI - China Point","Outer","Leptogorgia alba","gorgonians",33.32953,-118.46988,0
2021,"SCAI - China Point","Outer","Leptogorgia chilensis","gorgonians",33.32953,-118.46988,0
2021,"SCAI - China Point","Outer","Muricea californica","gorgonians",33.32953,-118.46988,0.708333333333333
2021,"SCAI - China Point","Outer","Muricea fruticosa","gorgonians",33.32953,-118.46988,0.316666666666667
2021,"SCAI - Cat Harbor","Inner","Eugorgia rubens","gorgonians",33.4261,-118.51219,0
2021,"SCAI - Cat Harbor","Inner","Leptogorgia alba","gorgonians",33.4261,-118.51219,0
2021,"SCAI - Cat Harbor","Inner","Leptogorgia chilensis","gorgonians",33.4261,-118.51219,0
2021,"SCAI - Cat Harbor","Inner","Muricea californica","gorgonians",33.4261,-118.51219,0
2021,"SCAI - Cat Harbor","Inner","Muricea fruticosa","gorgonians",33.4261,-118.51219,0.00833333333333333
2021,"SCAI - Cat Harbor","Middle","Eugorgia rubens","gorgonians",33.42603,-118.51183,0.00833333333333333
2021,"SCAI - Cat Harbor","Middle","Leptogorgia alba","gorgonians",33.42603,-118.51183,0
2021,"SCAI - Cat Harbor","Middle","Leptogorgia chilensis","gorgonians",33.42603,-118.51183,0
2021,"SCAI - Cat Harbor","Middle","Muricea californica","gorgonians",33.42603,-118.51183,0.05
